"director_name","duration","actor_2_name","gross","actor_1_name","movie_title","actor_3_name","language","country","budget","title_year","imdb_score","genres"
"Tom Hanks",149,"Charlize Theron",25809813,"Tom Hanks","That Thing You Do! ","Ethan Embry","English","USA",26000000,1996,6.9,"Comedy"
"Tommy Lee Wallace",98,"Dan O'Herlihy",14400000,"Tom Atkins","Halloween III: Season of the Witch ","Nancy Kyes","English","USA",2500000,1982,4.6,"Horror"
"Leslie Small",75,"La'Princess Jackson",32230907,"David Jason Perez","Kevin Hart: Let Me Explain ","Dana Hanna","English","USA",2500000,2013,6.7,"Comedy"
"Gus Van Sant",104,"Udo Kier",6401336,"Keanu Reeves","My Own Private Idaho ","Flea","English","USA",2500000,1991,7.1,"Drama"
"Zach Braff",102,"Michael Weston",26781723,"Armando Riesco","Garden State ","Jill Flint","English","USA",2500000,2004,7.6,"Comedy"
"Richard Linklater",105,"Hans Weingartner",5400000,"Hanno Pöschl","Before Sunrise ","Dominik Castell","English","USA",2500000,1995,8.1,"Drama"
"Alison Maclean",107,"Samantha Morton",1282084,"Billy Crudup","Jesus' Son ","Mark Webber","English","USA",2500000,1999,7,"Drama"
"Jake Schreier",89,"Joshua Ormond",3325638,"Frank Langella","Robot & Frank ","Ana Gasteyer","English","USA",2500000,2012,7.1,"Comedy"
"Isabel Coixet",106,"Julian Richings",395592,"Sarah Polley","My Life Without Me ","Amanda Plummer","English","Spain",2000000,2003,7.6,"Drama"
"James Ponsoldt",95,"Jennifer Jason Leigh",6851969,"Shailene Woodley","The Spectacular Now ","Dayo Okeniyi","English","USA",2500000,2013,7.1,"Comedy"
"Randall Miller",34,"Elden Henson",333658,"William Hurt","Marilyn Hotchkiss' Ballroom Dancing and Charm School ","Michael Bower","English","USA",34000,1990,7.1,"Comedy"
"Larry Charles",101,"Tal Bachman",12995673,"Bill Maher","Religulous ","Steve Burg","English","USA",2500000,2008,7.7,"Comedy"
"Joshua Tickell",112,"Sheryl Crow",173783,"Larry David","Fuel ","George W. Bush","English","USA",2500000,2008,7.6,"Documentary"
"Tim Boxell",100,"Diana Scarwid",118666,"Bruce McGill","Valley of the Heart's Delight ","Tom Bower","English","USA",2500000,2006,6.6,"Drama"
"Rawson Marshall Thurber",92,"Stephen Root",114324072,"Gary Cole","Dodgeball: A True Underdog Story ","Joel David Moore","English","USA",20000000,2004,6.7,"Comedy"
"Michael D. Sellers",100,"Carly Schroeder",71904,"Katharine Ross","Eye of the Dolphin ","George Harris","English","USA",2500000,2006,5.7,"Comedy"
"Reed Cowan",80,"Emily Pearson",99851,"Dustin Lance Black","8: The Mormon Proposition ","Gavin Newsom","English","USA",2500000,2010,7.1,"Documentary"
"James Dodson",106,"Anupam Kher",115504,"Larry Miller","The Other End of the Line ","Shriya Saran","English","UK",14000000,2008,6.2,"Comedy"
"James Gunn",96,"Rainn Wilson",322157,"Linda Cardellini","Super ","Paul T. Taylor","English","USA",2500000,2010,6.8,"Comedy"
"Spike Lee",120,"Harry Lennix",5731103,"Bernie Mac","Get on the Bus ","Andre Braugher","English","USA",2400000,1996,6.8,"Drama"
"Robby Henson",101,"Max Ryan",978908,"Marc Blucas","Thr3e ","Justine Waddell","English","Poland",2400000,2006,5.1,"Drama"
"Shane Meadows",101,"Joseph Gilgun",327919,"Stephen Graham","This Is England ","Jack O'Connell","English","UK",1500000,2006,7.7,"Crime"
"Carmen Marron",105,"Aimee Garcia",178739,"Jossara Jinaro","Go for It! ","Rene Rosado","English","USA",2450000,2011,3.9,"Drama"
"James Algar",120,"Deems Taylor",76400000,"Leopold Stokowski","Fantasia ","","English","USA",2280000,1940,7.8,"Animation"
"Steve Miner",91,"Dana Kimmell",36200000,"Richard Brooker","Friday the 13th Part III ","Catherine Parks","English","USA",4000000,1982,5.7,"Horror"
"Danny Steinmann",92,"Melanie Kinnaman",21300000,"Tiffany Helm","Friday the 13th: A New Beginning ","Dominick Brascia","English","USA",2200000,1985,4.7,"Horror"
"Michael Landon Jr.",117,"Louise Fletcher",379643,"Henry Thomas","The Last Sin Eater ","A.J. Buckley","English","USA",2200000,2007,5.9,"Drama"
"Jon Gunn",120,"Delroy Lindo",12985267,"Alexa PenaVega","Do You Believe? ","Madison Pettis","English","USA",2300000,2015,5.9,"Drama"
"William Wyler",172,"Teresa Wright",23650000,"Myrna Loy","The Best Years of Our Lives ","Dana Andrews","English","USA",2100000,1946,8.1,"Drama"
"Robert Fontaine",125,"Arturo Castro",3330,"Michael Derek","Mi America ","Brad Lee Wind","English","USA",2100000,2015,7.2,"Crime"
"Terence Young",115,"Daniela Bianchi",24800000,"Robert Shaw","From Russia with Love ","Lois Maxwell","English","UK",2000000,1963,7.5,"Action"
"Michael Herz",96,"Jessica Dublin",792966,"Phoebe Legere","The Toxic Avenger Part II ","Lisa Gaye","English","USA",2300000,1989,5.1,"Action"
"David Robert Mitchell",100,"Ruby Harris",14673301,"Maika Monroe","It Follows ","Jake Weary","English","USA",2000000,2014,6.9,"Horror"
"George Miller",87,"Bruce Spence",9003011,"Vernon Wells","Mad Max 2: The Road Warrior ","Kjell Nilsson","English","Australia",2000000,1981,7.6,"Action"
"Kimberly Peirce",118,"Brendan Sexton III",11533945,"Alicia Goranson","Boys Don't Cry ","Jeannetta Arnette","English","USA",2000000,1999,7.6,"Biography"
"Chris Kentis",86,"Julia Taylor Ross",12555230,"Eric Sheffer Stevens","Silent House ","Adam Trese","English","France",2000000,2011,5.3,"Drama"
"Alex Kendrick",129,"Alex Kendrick",34522221,"Ben Davies","Courageous ","T.C. Stallings","English","USA",2000000,2011,7,"Drama"
"Chris Eyre",89,"Irene Bedard",6719300,"Michael Greyeyes","Smoke Signals ","Gary Farmer","English","Canada",2000000,1998,7.2,"Comedy"
"Richard Linklater",80,"Albert Delpy",5792822,"Vernon Dobtcheff","Before Sunset ","Marie Pillet","English","USA",2700000,2004,8,"Drama"
"Catherine Hardwicke",100,"Sarah Clarke",4599680,"Holly Hunter","Thirteen ","Kip Pardue","English","USA",1500000,2003,6.8,"Drama"
"Debra Granik",100,"Shelley Waggener",6531491,"Jennifer Lawrence","Winter's Bone ","Lauren Sweetser","English","USA",2000000,2010,7.2,"Drama"
"Miranda July",91,"Brad William Henke",3885134,"Najarra Townsend","Me and You and Everyone We Know ","Miranda July","English","USA",2000000,2005,7.4,"Comedy"
"Max Joseph",96,"Emily Ratajkowski",3590010,"Vanessa Lengies","We Are Your Friends ","Jonny Weston","English","UK",2000000,2015,6.1,"Drama"
"David Ayer",116,"Christian Bale",3335839,"J.K. Simmons","Harsh Times ","Noel Gugliemi","English","USA",2000000,2005,7,"Action"
"Jerry Jameson",97,"Leonor Varela",2557668,"David Oyelowo","Captive ","Sydelle Noel","English","USA",2000000,2015,5.3,"Crime"
"Steven Soderbergh",101,"Enrico Colantoni",2506446,"Julia Roberts","Full Frontal ","Blair Underwood","English","USA",2000000,2002,4.7,"Comedy"
"Kevin Tenney",98,"Tawny Kitaen",7369373,"Kathleen Wilhoite","Witchboard ","Rose Marie","English","UK",2000000,1986,5.7,"Horror"
"Kenneth Branagh",150,"Brian Blessed",4414535,"Julie Christie","Hamlet ","Richard Briers","English","UK",18000000,1996,7.8,"Drama"
"John Cameron Mitchell",101,"Peter Stickles",1984378,"Sook-Yin Lee","Shortbus ","Raphael Barker","English","USA",2000000,2006,6.5,"Comedy"
"Gary Rogers",120,"Kirby Heyborne",1098224,"Noah Danby","The Book of Mormon Movie, Volume 1: The Journey ","Bruce Newbold","English","USA",2000000,2003,3.3,"Adventure"
"Charles Ferguson",102,"Dick Cheney",1430185,"Campbell Scott","No End in Sight ","Donald Rumsfeld","English","USA",2000000,2007,8.3,"Documentary"
"Marielle Heller",102,"David Fine",1477002,"Alexander Skarsgård","The Diary of a Teenage Girl ","Austin Lyon","English","USA",2000000,2015,6.9,"Drama"
"David Sington",100,"Buzz Aldrin",1134049,"John F. Kennedy","In the Shadow of the Moon ","Neil Armstrong","English","UK",2000000,2007,8.1,"Documentary"
"Fenton Bailey",89,"Bill Maher",653621,"Hugh M. Hefner","Inside Deep Throat ","Linda Lovelace","English","USA",2000000,2005,6.8,"Biography"
"Huck Botko",86,"Krysta Rodriguez",535249,"Matt Bennett","The Virginity Hit ","Zack Pearlman","English","USA",3400000,2010,4.6,"Comedy"
"David Duchovny",96,"Mark Margolis",371081,"Robin Williams","House of D ","Frank Langella","English","USA",6000000,2004,7,"Comedy"
"Lance Mungia",91,"Stephane Gauger",124494,"Jeffrey Falcon","Six-String Samurai ","Kim De Angelo","English","USA",2000000,1998,6.7,"Action"
"Hue Rhodes",85,"Steve Buscemi",100669,"Peter Dinklage","Saint John of Las Vegas ","Romany Malco","English","USA",3800000,2009,5.8,"Comedy"
"Roland Emmerich",129,"Caleb Landry Jones",186354,"Jeremy Irvine","Stonewall ","Matt Craven","English","USA",13500000,2015,4.5,"Drama"
"Noah Buschel",95,"Amy Ryan",17580,"Merritt Wever","The Missing Person ","Paul Adelstein","English","USA",1500000,2009,6.2,"Drama"
"Hunter Richards",92,"Chris Evans",12667,"Jason Statham","London ","Dane Cook","English","UK",14000,2005,6.6,"Drama"
"Laurie Collyer",96,"Kate Burton",198407,"Brad William Henke","Sherrybaby ","Michelle Hurst","English","USA",2000000,2006,6.6,"Drama"
"Bruce McCulloch",85,"Megan Mullally",13973532,"Martin Starr","Stealing Harvard ","Chris Penn","English","USA",25000000,2002,5.1,"Comedy"
"Ralph Ziman",119,"Kenneth Nkosi",4958,"Rapulana Seiphemo","Gangster's Paradise: Jerusalema ","Robert Hobbs","English","South Africa",2000000,2008,7.8,"Action"
"Orson Welles",92,"Everett Sloane",7927,"Rita Hayworth","The Lady from Shanghai ","Ted de Corsia","English","USA",2300000,1947,7.7,"Crime"
"Paul Bunnell",106,"Kevin McCarthy",2436,"Kate Maberly","The Ghastly Love of Johnny X ","Paul Williams","English","USA",2000000,2012,5.7,"Comedy"
"Tim Hunter",99,"Daniel Roebuck",4600000,"Keanu Reeves","River's Edge ","Ione Skye","English","USA",1900000,1986,7.1,"Crime"
"Michael Polish",103,"Anthony Edwards",1420578,"Peter Coyote","Northfork ","Jon Gries","English","USA",1900000,2003,6.4,"Drama"
"Rodrigo Cortés",95,"Samantha Mathis",1028658,"Ryan Reynolds","Buried ","Erik Palladino","English","Spain",3000000,2010,7,"Drama"
"Kimberly Peirce",100,"Judy Greer",35266619,"Chloë Grace Moretz","Carrie ","Portia Doubleday","English","USA",30000000,2013,5.9,"Drama"
"Wes Craven",101,"Lin Shaye",26505000,"Johnny Depp","A Nightmare on Elm Street ","Amanda Wyss","English","USA",1800000,1984,7.5,"Horror"
"James Marsh",90,"Philippe Petit",2957978,"Paul McGill","Man on Wire ","Jean-Louis Blondeau","English","UK",1000000,2008,7.8,"Biography"
"Jamal Hill",89,"Adam Ratcliffe",444044,"Logan Browning","Brotherly Love ","Faizon Love","English","USA",1900000,2015,7.2,"Drama"
"Daniel Stamm",87,"Ashley Bell",40990055,"Caleb Landry Jones","The Last Exorcism ","Patrick Fabian","English","France",1800000,2010,5.6,"Drama"
"Benh Zeitlin",93,"Gina Montana",12784397,"Quvenzhané Wallis","Beasts of the Southern Wild ","Dwight Henry","English","USA",1800000,2012,7.3,"Drama"
"Maggie Greenwald",109,"David Patrick Kelly",3050934,"Aidan Quinn","Songcatcher ","Jane Adams","English","USA",1800000,2000,7.3,"Drama"
"Morgan Spurlock",90,"J.J. Abrams",638476,"Quentin Tarantino","The Greatest Movie Ever Sold ","Donald Trump","English","USA",1500000,2011,6.6,"Comedy"
"Lucky McKee",93,"Will Estes",145540,"James Duval","May ","Nora Zehetner","English","USA",500000,2002,6.7,"Drama"
"Todd Field",138,"Sissy Spacek",35918429,"Tom Wilkinson","In the Bedroom ","Karen Allen","English","USA",1700000,2001,7.5,"Crime"
"Steven R. Monroe",105,"Chad Lindberg",92401,"Sarah Butler","I Spit on Your Grave ","Daniel Franzese","English","USA",2000000,2010,6.3,"Horror"
"Mark Illsley",98,"Illeana Douglas",1943649,"Ally Walker","Happy, Texas ","Jeremy Northam","English","USA",1700000,1999,6.3,"Comedy"
"Pawel Pawlikowski",86,"Natalie Press",992238,"Paddy Considine","My Summer of Love ","Dean Andrews","English","UK",1700000,2004,6.8,"Drama"
"Sally Potter",100,"Joan Allen",396035,"Shirley Henderson","Yes ","Stephanie Leonidas","English","UK",1000000,2004,6.9,"Drama"
"Dave Meyers",84,"Clifton Powell",6026908,"Eddie Griffin","Foolish ","Marla Gibbs","English","USA",2000000,1999,4.3,"Comedy"
"Adam Goldberg",111,"Marisa Coughlan",2580,"Judy Greer","I Love Your Work ","Nicky Katt","English","USA",1650000,2003,5.4,"Drama"
"Zack Snyder",110,"Kevin Zegers",58885635,"Ty Burrell","Dawn of the Dead ","Mekhi Phifer","English","USA",26000000,2004,7.4,"Action"
"Adrienne Shelly",108,"Cheryl Hines",19067631,"Lew Temple","Waitress ","Eddie Jemison","English","USA",2000000,2007,7.1,"Comedy"
"Newt Arnold",92,"Donald Gibb",11806119,"Bolo Yeung","Bloodsport ","Ken Siu","English","USA",1100000,1988,6.8,"Action"
"Larry Clark",91,"Leo Fitzpatrick",7417210,"Rosario Dawson","Kids ","Justin Pierce","English","USA",1500000,1995,7,"Drama"
"Noah Baumbach",88,"Elizabeth Meriwether",7362100,"William Baldwin","The Squid and the Whale ","Owen Kline","English","USA",1500000,2005,7.4,"Comedy"
"Charles Herman-Wurmfeld",97,"Jennifer Westfeldt",7022940,"Scott Cohen","Kissing Jessica Stein ","Brian Stepanek","English","USA",1000000,2001,6.7,"Comedy"
"Atom Egoyan",103,"Mia Kirshner",5132222,"Bruce Greenwood","Exotica ","Sarah Polley","English","Canada",2000000,1994,7.2,"Drama"
"Vincent Gallo",110,"Vincent Gallo",2365931,"Anjelica Huston","Buffalo '66 ","Jan-Michael Vincent","English","USA",1500000,1998,7.5,"Comedy"
"James Wan",103,"Barbara Hershey",53991137,"Lin Shaye","Insidious ","Philip Friedman","English","USA",1500000,2010,6.8,"Fantasy"
"Rebecca Miller",112,"Susanna Thompson",712294,"Beau Bridges","The Ballad of Jack and Rose ","Ryan McDonald","English","USA",1500000,2005,6.7,"Drama"
"Maggie Carey",104,"Alia Shawkat",3447339,"Donald Glover","The To Do List ","Scott Porter","English","USA",1500000,2013,5.8,"Comedy"
"Roger Avary",99,"Salvator Xuereb",418953,"Eric Stoltz","Killing Zoe ","Jean-Hugues Anglade","English","France",1500000,1993,6.5,"Crime"
"Henry Bean",98,"Theresa Russell",406035,"Ryan Gosling","The Believer ","Summer Phoenix","English","USA",1500000,2001,7.2,"Drama"
"Brad Anderson",100,"Brendan Sexton III",373967,"Paul Guilfoyle","Session 9 ","Larry Fessenden","English","USA",1500000,2001,6.5,"Horror"
"Jeff Garlin",80,"Jeff Garlin",194568,"Jessy Schram","I Want Someone to Eat Cheese With ","Joey Slotnick","English","USA",1500000,2006,6.2,"Comedy"
"Charles Chaplin",87,"Stanley Blystone",163245,"Paulette Goddard","Modern Times ","Fred Malatesta","English","USA",1500000,1936,8.6,"Comedy"
"Pete Jones",91,"Aidan Quinn",119841,"Brian Dennehy","Stolen Summer ","Bonnie Hunt","English","USA",1500000,2002,6.5,"Drama"
"Bruce Campbell",84,"Dan Hicks",173066,"Ted Raimi","My Name Is Bruce ","Timothy Patrick Quill","English","USA",1500000,2007,6.3,"Comedy"
"Mark Brown",90,"Monica Calhoun",92362,"Vivica A. Fox","The Salon ","Garrett Morris","English","USA",1500000,2005,4.3,"Comedy"
"Adam Carolla",98,"Jim O'Heir",105943,"Jay Mohr","Road Hard ","David Alan Grier","English","USA",1500000,2015,6.1,"Comedy"
"John Sayles",124,"John Arcilla",183490,"Brian Lee Franklin","Amigo ","Ronnie Lazaro","English","USA",1700000,2010,5.8,"Drama"
"Bruce McDonald",95,"Georgina Reilly",3478,"Stephen McHattie","Pontypool ","Boyd Banks","English","Canada",1500000,2008,6.7,"Fantasy"
"James Mottern",90,"Joey Lauren Adams",52166,"Jimmy Bennett","Trucker ","Matthew Lawrence","English","USA",2000000,2008,6.7,"Drama"
"Rob Zombie",101,"Dee Wallace",1163508,"Sid Haig","The Lords of Salem ","Michael Berryman","English","USA",2500000,2012,5.1,"Drama"
"Christopher McQuarrie",130,"Robert Duvall",80033643,"Tom Cruise","Jack Reacher ","David Oyelowo","English","USA",60000000,2012,7,"Action"
"William Cottrell",83,"Billy Gilbert",184925485,"Adriana Caselotti","Snow White and the Seven Dwarfs ","Lucille La Verne","English","USA",2000000,1937,7.7,"Animation"
"Zak Penn",94,"Gabriel Beristain",36830,"Zak Penn","Incident at Loch Ness ","John Bailey","English","UK",1400000,2004,6.6,"Adventure"
"Guy Ritchie",120,"Jason Flemyng",3650677,"Jason Statham","Lock, Stock and Two Smoking Barrels ","Dexter Fletcher","English","UK",960000,1998,8.2,"Comedy"
"Steve Buscemi",95,"Debi Mazar",695229,"Steve Buscemi","Trees Lounge ","Carol Kane","English","USA",1300000,1996,7.2,"Comedy"
"Rich Cowan",105,"Karen Allen",609042,"Eric Dane","The Basket ","Peter Coyote","English","USA",1300000,1999,6.5,"Drama"
"Boris Rodriguez",83,"Thure Lindhardt",1521,"Stephen McHattie","Eddie: The Sleepwalking Cannibal ","Georgina Reilly","English","Canada",1500000,2012,5.7,"Comedy"
"Harold Becker",111,"Miko Hughes",32940507,"Bruce Willis","Mercury Rising ","Carrie Preston","English","USA",60000000,1998,6.1,"Action"
"Jonathan Kesselman",87,"Adam Goldberg",19539,"Judy Greer","The Hebrew Hammer ","Tony Cox","English","USA",1000000,2003,6.2,"Comedy"
"Arjun Sablok",97,"Uday Chopra",100358,"Abhishek Bachchan","Neal 'N' Nikki ","Samantha McLeod","English","India",1500000,2005,3.3,"Comedy"
"Steve Miner",87,"Adrienne King",19100000,"Betsy Palmer","Friday the 13th Part 2 ","Amy Steel","English","USA",1250000,1981,6.1,"Horror"
"Youssef Delara",80,"Jenni Rivera",2833383,"Noel Gugliemi","Filly Brown ","Jorge Diaz","English","USA",427000,2012,5.7,"Drama"
"Steven Soderbergh",100,"Laura San Giacomo",24741700,"Peter Gallagher","Sex, Lies, and Videotape ","Steven Brill","English","USA",1200000,1989,7.2,"Drama"
"James Wan",103,"Monica Potter",55153403,"Michael Emerson","Saw ","Shawnee Smith","English","USA",1200000,2004,7.7,"Horror"
"Jay Chandrasekhar",100,"Daniel von Bargen",18488314,"Geoffrey Arend","Super Troopers ","Jay Chandrasekhar","English","USA",1200000,2001,7.1,"Comedy"
"Scott Derrickson",104,"Jon Hamm",79363785,"Keanu Reeves","The Day the Earth Stood Still ","Juan Riedinger","English","USA",80000000,2008,5.5,"Drama"
"Kenneth Lonergan",111,"Rory Culkin",9180275,"Matthew Broderick","You Can Count on Me ","Gaby Hoffmann","English","USA",1200000,2000,7.7,"Drama"
"Paul McGuigan",110,"Morgan Freeman",22494487,"Bruce Willis","Lucky Number Slevin ","Dorian Missick","English","Germany",27000000,2006,7.8,"Crime"
"Jamie Babbit",85,"Clea DuVall",2199853,"Natasha Lyonne","But I'm a Cheerleader ","Eddie Cibrian","English","USA",1200000,1999,6.6,"Comedy"
"David Boyd",113,"Drew Waters",2859955,"Vivica A. Fox","Home Run ","Scott Elrod","English","USA",1200000,2013,6,"Drama"
"Quentin Tarantino",99,"Steve Buscemi",2812029,"Quentin Tarantino","Reservoir Dogs ","Chris Penn","English","USA",1200000,1992,8.4,"Crime"
"Steve Taylor",108,"Marshall Allman",594904,"Jason Marsden","Blue Like Jazz ","Eric Lange","English","USA",1200000,2012,6,"Comedy"
"Kurt Voss",88,"Coyote Shivers",58936,"Lemmy","Down and Out with the Dolls ","Zoë Poledouris","English","USA",1200000,2001,6.1,"Comedy"
"Léa Pool",97,"",24784,"","Pink Ribbons, Inc. ","","English","Canada",1200000,2011,7.4,"Documentary"
"James David Pasternak",85,"Sarah Silverman",7826,"Robin Williams","Certifiably Jonathan ","Jonathan Winters","English","USA",1200000,2007,6.2,"Comedy"
"Rob Bowman",91,"Jacob Vargas",2850263,"Alanna Ubach","Airborne ","Brittney Powell","English","USA",2600000,1993,6.2,"Adventure"
"Rob McKittrick",94,"Dane Cook",16101109,"Ryan Reynolds","Waiting... ","Vanessa Lengies","English","USA",3000000,2005,6.8,"Comedy"
"Shane Meadows",90,"Gary Stretch",6013,"Paddy Considine","Dead Man's Shoes ","George Newton","English","UK",695393,2004,7.7,"Crime"
"Jeff Burr",92,"Clu Gulager",1400000,"Terry Kiser","From a Whisper to a Scream ","Susan Tyrrell","English","USA",1100000,1987,5.9,"Action"
"Guy Maddin",73,"CindyMarie Small",39659,"Sarah Murphy-Dyson","Dracula: Pages from a Virgin's Diary ","Brent Neale","English","Canada",1600000,2002,7,"Comedy"
"Panos Cosmatos",110,"Marilyn Norry",56129,"Chris Gauthier","Beyond the Black Rainbow ","Eva Bourne","English","Canada",1100000,2010,6.1,"Sci-Fi"
"John G. Avildsen",145,"Burgess Meredith",117235247,"Sylvester Stallone","Rocky ","Carl Weathers","English","USA",960000,1976,8.1,"Drama"
"John Carpenter",89,"Hal Holbrook",21378000,"Jamie Lee Curtis","The Fog ","Janet Leigh","English","USA",1000000,1980,6.8,"Fantasy"
"Levan Gabriadze",83,"Renee Olstead",31537320,"Shelley Hennig","Unfriended ","Heather Sossaman","English","USA",1000000,2014,5.7,"Horror"
"Joe Dante",91,"Robert Picardo",17986000,"Patrick Macnee","The Howling ","Dee Wallace","English","USA",1000000,1981,6.6,"Horror"
"Terence Young",110,"Jack Lord",16067035,"Ursula Andress","Dr. No ","Lois Maxwell","English","UK",1100000,1962,7.3,"Action"
"Bradley Parker",86,"Ingrid Bolsø Berdal",18112929,"Jesse McCartney","Chernobyl Diaries ","Jonathan Sadowski","English","USA",1000000,2012,5,"Horror"
"Clive Barker",86,"Ashley Laurence",14564027,"Andrew Robinson","Hellraiser ","Clare Higgins","English","UK",1000000,1987,7,"Fantasy"
"Harold Cronk",120,"Robin Givens",20773070,"Benjamin A. Onyango","God's Not Dead 2 ","Maria Canals-Barrera","English","USA",5000000,2016,3.4,"Drama"
"Jeff Wadlow",90,"Gary Cole",10042266,"Julian Morris","Cry_Wolf ","Lindy Booth","English","USA",1000000,2005,5.9,"Drama"
"Derek Cianfrance",112,"Mike Vogel",9701559,"Ryan Gosling","Blue Valentine ","John Doman","English","USA",3500000,2010,7.4,"Drama"
"Duncan Tucker",103,"Felicity Huffman",9013113,"Kevin Zegers","Transamerica ","Paul Borghese","English","USA",1000000,2005,7.4,"Adventure"
"William Brent Bell",83,"Claudiu Trandafir",53245055,"Fernanda Andrade","The Devil Inside ","Brian Johnson","English","USA",1000000,2012,4.2,"Horror"
"Russ Meyer",109,"Cynthia Myers",9000000,"Charles Napier","Beyond the Valley of the Dolls ","Harrison Page","English","USA",900000,1970,6.2,"Comedy"
"Eli Roth",100,"Richard Burgi",7186670,"Daryl Sabara","The Green Inferno ","Magda Apanowicz","English","USA",6000000,2013,5.4,"Adventure"
"Ben Lewin",95,"Adam Arkin",5997134,"W. Earl Brown","The Sessions ","Rhea Perlman","English","USA",1000000,2012,7.2,"Biography"
"Brad Anderson",104,"Callie Thorne",3386698,"Philip Seymour Hoffman","Next Stop Wonderland ","Holland Taylor","English","USA",1000000,1998,6.7,"Comedy"
"Jason Reitman",96,"Jennifer Garner",143492840,"J.K. Simmons","Juno ","Rainn Wilson","English","USA",7500000,2007,7.5,"Comedy"
"Courtney Hunt",97,"Michael O'Keefe",2508841,"Charlie McDermott","Frozen River ","Misty Upham","English","USA",1000000,2008,7.2,"Crime"
"Morgan Neville",91,"Lou Adler",4946250,"Sheryl Crow","20 Feet from Stardom ","Merry Clayton","English","USA",1000000,2013,7.4,"Documentary"
"James Toback",84,"Natasha Gregson Wagner",1950218,"Robert Downey Jr.","Two Girls and a Guy ","Angel David","English","USA",1000000,1997,5.6,"Comedy"
"Nicole Holofcener",86,"Anne Heche",1277257,"Kevin Corrigan","Walking and Talking ","Vincent Pastore","English","UK",1000000,1996,6.8,"Comedy"
"Peter Cattaneo",91,"Mark Addy",45857453,"Tom Wilkinson","The Full Monty ","Lesley Sharp","English","UK",3500000,1997,7.2,"Comedy"
"Chris Paine",92,"Phyllis Diller",1677838,"Ed Begley Jr.","Who Killed the Electric Car? ","Colette Divine","English","USA",1000000,2006,7.7,"Documentary"
"Greg Berlanti",94,"Nia Long",1744858,"Justin Theroux","The Broken Hearts Club: A Romantic Comedy ","Mary McCormack","English","USA",1000000,2000,7,"Comedy"
"Rob Letterman",103,"Dylan Minnette",80021740,"Odeya Rush","Goosebumps ","Ken Marino","English","USA",58000000,2015,6.4,"Adventure"
"Marc Levin",100,"Saul Williams",982214,"Sonja Sohn","Slam ","Bonz Malone","English","USA",1000000,1998,7.2,"Drama"
"Richard Dutcher",119,"Frank Gerrish",798341,"Wilford Brimley","Brigham City ","Rick Macy","English","USA",1000000,2001,7.2,"Crime"
"Trey Parker",92,"Dian Bachar",582024,"Trey Parker","Orgazmo ","Matt Stone","English","USA",1000000,1997,6.2,"Comedy"
"David Gordon Green",108,"Paul Schneider",548712,"Zooey Deschanel","All the Real Girls ","Shea Whigham","English","USA",2500000,2003,6.9,"Drama"
"Finn Taylor",97,"Cathy Moriarty",464655,"David Arquette","Dream with the Fishes ","Kathryn Erbe","English","USA",1000000,1997,7,"Comedy"
"Karen Moncrieff",88,"Agnes Bruckner",464126,"Frances Fisher","Blue Car ","A.J. Buckley","English","USA",1000000,2002,6.7,"Drama"
"José Luis Valenzuela",100,"Lupe Ontiveros",428535,"Cheech Marin","Luminarias ","Robert Beltran","English","USA",1000000,2000,3.6,"Comedy"
"Goran Dukic",88,"Patrick Fugit",104077,"Leslie Bibb","Wristcutters: A Love Story ","Chase Ellison","English","USA",1000000,2006,7.4,"Comedy"
"Efram Potelle",79,"Elden Henson",279282,"Shiri Appleby","The Battle of Shaker Heights ","Kathleen Quinlan","English","USA",1000000,2003,6.1,"Comedy"
"Peter Jackson",135,"AJ Michalka",43982842,"Michael Imperioli","The Lovely Bones ","Tom McCarthy","English","USA",65000000,2009,6.7,"Drama"
"Alex Gibney",53,"George W. Bush",274661,"Alex Gibney","Taxi to the Dark Side ","Greg D'Agostino","English","USA",1000000,2007,7.7,"Crime"
"Paul Crowder",97,"Marv Albert",144431,"Pelé","Once in a Lifetime: The Extraordinary Story of the New York Cosmos ","Ahmet Ertegun","English","UK",1000000,2006,7.3,"Documentary"
"Anthony Powell",91,"Tom Hamann",287761,"Josh Swanson","Antarctica: A Year on Ice ","Anthony Powell","English","New Zealand",1000000,2013,7.6,"Adventure"
"Kief Davidson",93,"Brian Whitaker",100240,"G.W. Krauss","A Lego Brickumentary ","Jason Bateman","English","Denmark",1000000,2014,6.8,"Documentary"
"Johnny Remo",112,"Randy Wayne",96734,"Matthew Ziff","Hardflip ","Raquel Elizabeth Ames","English","USA",1000000,2012,5.6,"Action"
"Ti West",95,"Greta Gerwig",100659,"Lena Dunham","The House of the Devil ","Dee Wallace","English","USA",900000,2009,6.4,"Horror"
"Nick Tomnay",93,"Clayne Crawford",48430,"David Hyde Pierce","The Perfect Host ","Nathaniel Parker","English","USA",500000,2010,6.8,"Comedy"
"John Hamburg",88,"Michael Lerner",21210,"Harvey Fierstein","Safe Men ","Josh Pais","English","USA",1000000,1998,6.1,"Comedy"
"Craig Mazin",82,"James Gunn",12996,"Judy Greer","The Specials ","Jamie Kennedy","English","USA",1000000,2000,6,"Action"
"Eric Nicholas",78,"Ana Claudia Talancón",10018,"Jordana Spiro","Alone with Her ","Jonathon Trent","English","USA",1000000,2006,6.1,"Crime"
